"","Pokemon","PokedexEntry"
"4427","Cascoon","If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured."
"4428","Cascoon","The silk coating its body is thin but sufficiently strong. Cascoon’s silk has a luster and texture superior to that of Silcoon’s, and clothes made using Cascoon silk are regarded as top-notch."
"4429","Dustox","DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
"4430","Dustox","When DUSTOX flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This POKéMON searches for food using its antennae like radar."
"4431","Dustox","It scatters horribly toxic dust when it senses danger. They tend to gather in the glow of streetlamps at night."
"4432","Dustox","It is a nocturnal POKéMON that flies from fields and mountains to the attraction of streetlights at night. It looses highly toxic powder from its wings."
"4433","Dustox","A nocturnal Pokémon. Drawn by streetlights, they messily eat the leaves of trees lining boulevards."
"4434","Dustox","It violently flutters its wings to scatter toxic dust when attacked. It becomes active after sunset."
"4435","Dustox","Toxic powder is scattered with each flap. At night, it is known to strip leaves off trees lining boulevards."
"4436","Dustox","It scatters its fine dust all over when it is attacked. It is a nocturnal Pokémon."
"4437","Dustox","Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
"4438","Dustox","When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar."
"4439","Dustox","Dustox are nocturnal Pokémon. Drawn by streetlights, they messily eat the leaves of trees lining boulevards."
"4440","Dustox","Tends to be drawn to bonfires on dark nights. Difficult to chase away from settlements because of the way it scatters highly toxic scales."
"4441","Lotad","LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water."
"4442","Lotad","LOTAD is said to have dwelled on land before. However, this POKéMON is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water."
"4443","Lotad","It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts."
"4444","Lotad","This POKéMON lives in ponds with clean water. It is known to ferry small POKéMON across ponds by carrying them on the broad leaf on its head."
"4445","Lotad","It looks like an aquatic plant and serves as a ferry to Pokémon that can’t swim."
"4446","Lotad","Its leaf grew too large for it to live on land. That is how it began to live floating in the water."
"4447","Lotad","Lotad live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this Pokémon travels on land in search of clean water."
"4448","Lotad","Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water."
"4449","Lotad","It looks like an aquatic plant and serves as a ferry for Pokémon that can’t swim."
"4450","Lombre","LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation."
"4451","Lombre","LOMBRE’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this POKéMON’s hands. LOMBRE is often mistaken for a human child."
"4452","Lombre","It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night."
"4453","Lombre","In the evening, it takes great delight in popping out of rivers and startling people. It feeds on aquatic moss that grows on rocks in the riverbed."
"4454","Lombre","It has a mischievous spirit. If it spots an angler, it will tug on the fishing line to interfere."
"4455","Lombre","It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed."
"4456","Lombre","It lives at the water’s edge where it is sunny. It sleeps on a bed of water-grass by day and becomes active at night."
"4457","Lombre","Lombre is nocturnal—it will get active after dusk. It is also a mischief maker. When this Pokémon spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation."
"4458","Lombre","Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child."
"4459","Ludicolo","LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings."
"4460","Ludicolo","Upon hearing an upbeat and cheerful rhythm, the cells in LUDICOLO’s body become very energetic and active. Even in battle, this POKéMON will exhibit an amazing amount of power."
"4461","Ludicolo","The rhythm of bright, festive music activates LUDICOLO’s cells, making it more powerful."
"4462","Ludicolo","When it hears festive music, all the cells in its body become stimulated, and it begins moving in rhythm. It does not quail even when it faces a tough opponent."
"4463","Ludicolo","If it hears festive music, all its muscles fill with energy. It can’t help breaking out into a dance."
"4464","Ludicolo","If it hears festive music, it begins moving in rhythm in order to amplify its power."
"4465","Ludicolo","The rhythm of bright, festive music activates Ludicolo’s cells, making it more powerful."
"4466","Ludicolo","Ludicolo begins dancing as soon as it hears cheerful, festive music. This Pokémon is said to appear when it hears the singing of children on hiking outings."
"4467","Ludicolo","Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power."
"4468","Seedot","SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes."
"4469","Seedot","SEEDOT looks exactly like an acorn when it is dangling from a tree branch. It startles other POKéMON by suddenly moving. This POKéMON polishes its body once a day using leaves."
"4470","Seedot","If it remains still, it becomes impossible to distinguish from real nuts. It delights in surprising foraging PIDGEY."
"4471","Seedot","It hangs off branches and absorbs nutrients. When it finishes eating, its body becomes so heavy that it drops to the ground with a thump."
"4472","Seedot","When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon."
"4473","Seedot","It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall."
"4474","Seedot","Seedot attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this Pokémon’s body becomes."
"4475","Seedot","Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves."
"4476","Seedot","If it remains still, it looks just like a real nut. It delights in surprising foraging Pokémon."
"4477","Seedot","When it dangles from a tree branch, it looks just like an acorn. It enjoys scaring other Pokémon that try to peck at it."
"4478","Nuzleaf","NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched."
"4479","Nuzleaf","This POKéMON pulls out the leaf on its head and makes a flute with it. The sound of NUZLEAF’s flute strikes fear and uncertainty in the hearts of people lost in a forest."
"4480","Nuzleaf","They live in holes bored in large trees. The sound of NUZLEAF’s grass flute fills listeners with dread."
"4481","Nuzleaf","A forest-dwelling POKéMON that is skilled at climbing trees. Its long and pointed nose is its weak point. It loses power if the nose is gripped."
"4482","Nuzleaf","The sound of its grass flute makes its listeners uneasy. It lives deep in forests."
"4483","Nuzleaf","It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy."
"4484","Nuzleaf","Nuzleaf live in densely overgrown forests. They occasionally venture out of the forest to startle people. This Pokémon dislikes having its long nose pinched."
"4485","Nuzleaf","This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest."
"4486","Nuzleaf","They live in holes bored in large trees. The sound of Nuzleaf’s grass flute fills listeners with dread."
"4487","Nuzleaf","The sound of its grass flute makes its listeners uneasy. It lives deep in the forest."
"4488","Shiftry","SHIFTRY is a mysterious POKéMON that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds."
"4489","Shiftry","SHIFTRY’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This POKéMON chooses to live quietly deep in forests."
"4490","Shiftry","A POKéMON that was feared as a forest guardian. It can read the foe’s mind and take preemptive action."
"4491","Shiftry","It is said to arrive on chilly, wintry winds. Feared from long ago as the guardian of forests, this POKéMON lives in a deep forest where people do not venture."
"4492","Shiftry","By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
"4493","Shiftry","It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds."
"4494","Shiftry","A Pokémon that was feared as a forest guardian. It can read the foe’s mind and take preemptive action."
"4495","Shiftry","By flapping its leafy fan, it can whip up gusts of 100 feet per second that can level houses."
"4496","Shiftry","Shiftry is a mysterious Pokémon that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds."
"4497","Shiftry","Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests."
"4498","Shiftry","By flapping its leafy fans, it can whip up gusts of 100 feet per second that can level houses."
"4499","Taillow","TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."
"4500","Taillow","TAILLOW is young - it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This POKéMON feeds on WURMPLE that live in forests."
"4501","Taillow","It dislikes cold seasons. They migrate to other lands in search of warmth, flying over 180 miles a day."
"4502","Taillow","Although it is small, it is very courageous. It will take on a larger SKARMORY on an equal footing. However, its will weakens if it becomes hungry."
"4503","Taillow","It has a gutsy spirit that makes it bravely take on tough foes. It flies in search of warm climates."
"4504","Taillow","When it gets cold, they migrate, flying over 180 miles a day. It hunts for tasty prey."
"4505","Taillow","Taillow courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."
"4506","Taillow","Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests."
"4507","Swellow","SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape."
"4508","Swellow","SWELLOW is very conscientious about the upkeep of its glossy wings. Once two SWELLOW are gathered, they diligently take care of cleaning each other’s wings."
"4509","Swellow","If its two tail feathers are standing at attention, it is proof of good health. It soars elegantly in the sky."
"4510","Swellow","A SWELLOW dives upon prey from far above. It never misses its targets. It takes to the skies in search of lands with a warm climate."
"4511","Swellow","It circles the sky in search of prey. When it spots one, it dives steeply to catch the prey."
"4512","Swellow","It dives at a steep angle as soon as it spots its prey. It catches its prey with sharp claws."
"4513","Swellow","Swellow flies high above our heads, making graceful arcs in the sky. This Pokémon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by Swellow’s clawed feet, preventing escape."
"4514","Swellow","Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings."
"4515","Swellow","It circles the sky in search of prey and dives sharply to catch its target."
"4516","Wingull","WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky."
"4517","Wingull","WINGULL rides updrafts rising from the sea by extending its long and narrow wings to glide. This POKéMON’s long beak is useful for catching prey."
"4518","Wingull","It rides upon ocean winds as if it were a glider. In the winter, it hides food around its nest."
"4519","Wingull","It makes its nest on a sheer cliff at the edge of the sea. It has trouble keeping its wings flapping in flight. Instead, it soars on updrafts."
"4520","Wingull","It makes its nest on steep sea cliffs. Riding updrafts, it soars to great heights."
"4521","Wingull","Catching sea winds with its long wings, it soars as if it were a glider. It folds its wings to rest."
"4522","Wingull","It soars high in the sky, riding on updrafts like a glider. It carries food tucked in its bill."
"4523","Wingull","It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge."
"4524","Wingull","It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies."
"4525","Wingull","Wingull has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This Pokémon rides the winds and flies as if it were skating across the sky."
"4526","Wingull","Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey."
"4527","Wingull","Its hollow bones enhance its lightness. It spreads its wings to the wind and soars away into the sky."
"4528","Wingull","Fishermen keep an eye out for Wingull in the sky, because wherever they’re circling, the ocean is sure to be teeming with fish Pokémon."
"4529","Wingull","With its long, thin wings, it catches updrafts and flies like a glider high up into the sky."
"4530","Wingull","It builds nests in cliffs by the sea. It circles the skies above the ocean looking for its favorite food—Wishiwashi."
"4531","Pelipper","PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea."
"4532","Pelipper","PELIPPER searches for food while in flight by skimming the wave tops. This POKéMON dips its large bill in the sea to scoop up food, then swallows everything in one big gulp."
"4533","Pelipper","It is a flying transporter that carries small POKéMON in its beak. It bobs on the waves to rest its wings."
"4534","Pelipper","It skims the tops of waves as it flies. When it spots prey, it uses its large beak to scoop up the victim with water. It protects its eggs in its beak."
"4535","Pelipper","It dips its large bill in the sea, then scoops up numerous prey along with water."
"4536","Pelipper","It acts as a delivery service by carrying small Pokémon in its bill. It bobs on the waves to rest."
"4537","Pelipper","It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill."
"4538","Pelipper","It protects its young in its beak. It bobs on waves, resting on them on days when the waters are calm."
"4539","Pelipper","Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it."
"4540","Pelipper","Pelipper is a flying transporter that carries small Pokémon and eggs inside its massive bill. This Pokémon builds its nest on steep cliffs facing the sea."
"4541","Pelipper","Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp."
"4542","Pelipper","Its spacious beak is large enough for a small child to fit right inside."
"4543","Pelipper","Gathering food is the work of young males. They store food in their capacious beaks and carry it back to others waiting in the nest."
"4544","Pelipper","It places small Pokémon into its spacious beak and carries them around. No one knows where it’s taking them."
"4545","Pelipper","It scoops up Wishiwashi in its huge beak and swallows them whole. It can devour more than 30 at one go!"
"4546","Pelipper","It is a flying transporter that carries small Pokémon in its beak. It bobs on the waves to rest its wings."
"4547","Ralts","RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition."
"4548","Ralts","RALTS has the ability to sense the emotions of people. If its TRAINER is in a cheerful mood, this POKéMON grows cheerful and joyous in the same way."
"4549","Ralts","It is highly attuned to the emotions of people and POKéMON. It hides if it senses hostility."
"4550","Ralts","A RALTS has the power to sense the emotions of people and POKéMON with the horns on its head. It takes cover if it senses any hostility."
"4551","Ralts","It uses the horns on its head to sense human emotions. It is said to appear in front of cheerful people."
"4552","Ralts","If its horns capture the warm feelings of people or Pokémon, its body warms up slightly."
"4553","Ralts","The horns on its head provide a strong power that enables it to sense people’s emotions."
"4554","Ralts","It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility."
"4555","Ralts","Ralts senses the emotions of people using the horns on its head. This Pokémon rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition."
"4556","Ralts","Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way."
"4557","Ralts","Tends to prefer people with a chipper disposition to those who are gloomy, but it has shown no discrimination with regard to age or gender. Needs more research."
"4558","Kirlia","It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain."
"4559","Kirlia","KIRLIA uses the horns on its head to amplify its psychokinetic power. When the POKéMON uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery."
"4560","Kirlia","The cheerful spirit of its TRAINER gives it energy for its psychokinetic power. It spins and dances when happy."
"4561","Kirlia","A KIRLIA has the psychic power to create a rip in the dimensions and see into the future. It is said to dance with pleasure on sunny mornings."
"4562","Kirlia","It is highly perceptive of its Trainer’s feelings. It dances when it is feeling happy."
"4563","Kirlia","If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about."
"4564","Kirlia","It has a psychic power that enables it to distort the space around it and see into the future."
"4565","Kirlia","The cheerful spirit of its Trainer gives it energy for its psychokinetic power. It spins and dances when happy."
"4566","Kirlia","It is said that a Kirlia that is exposed to the positive emotions of its Trainer grows beautiful. This Pokémon controls psychokinetic powers with its highly developed brain."
"4567","Kirlia","Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery."
"4568","Kirlia","It resembles a maiden in appearance, but it wields strange powers to project visions of paradise. I suspect the crimson ornaments on its head are the key to its abilities."
"4569","Gardevoir","GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power."
"4570","Gardevoir","GARDEVOIR has the psychokinetic power to distort the dimensions and create a small black hole. This POKéMON will try to protect its TRAINER even at the risk of its own life."
"4571","Gardevoir","It has the power to predict the future. Its power peaks when it is protecting its TRAINER."
"4572","Gardevoir","It apparently does not feel the pull of gravity because it supports itself with psychic power. It will give its life to protect its TRAINER."
"4573","Gardevoir","It will try to guard its trusted Trainer with its life. It has the ability to see the future."
"4574","Gardevoir","To protect its Trainer, it will expend all its psychic power to create a small black hole."
"4575","Gardevoir","It unleashes psychokinetic energy at full power when protecting a Trainer it has bonded closely with."
"4576","Gardevoir","It has the power to predict the future. Its power peaks when it is protecting its Trainer."
"4577","Gardevoir","Gardevoir has the ability to read the future. If it senses impending danger to its Trainer, this Pokémon is said to unleash its psychokinetic energy at full power."
"4578","Gardevoir","Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life."
"4579","Gardevoir","It will dedicate itself to defending a master it has come to adore. Its pure white dress, reminiscent of those worn by ladies of nobility, is the dress of one who is willing to risk their life."
"4580","Surskit","From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes."
"4581","Surskit","If SURSKIT senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some POKéMON that love eating this syrup."
"4582","Surskit","They usually live on ponds, but after an evening shower, they may appear on puddles in towns."
"4583","Surskit","They gather on puddles after evening downpours, gliding across the surface of water as if sliding. It secretes honey with a sweet aroma from its head."
"4584","Surskit","It appears as if it is skating on water. It draws prey with a sweet scent from the tip of its head."
"4585","Surskit","It secretes a thick, sweet-scented syrup from the tip of its head. It lives on weed-choked ponds."
"4586","Surskit","From the tips of its feet, Surskit secretes an oil that enables it to walk on water as if it were skating. This Pokémon feeds on microscopic organisms in ponds and lakes."
"4587","Surskit","If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup."
"4588","Surskit","It moves as if skating on the surface of the water. It often fights with Dewpider over food."
"4589","Surskit","When this Pokémon senses danger, a sweet fluid oozes from the tip of its head. The taste of it disgusts bird Pokémon."
"4590","Surskit","If it’s in a pinch, it will secrete a sweet liquid from the tip of its head. Syrup made from gathering that liquid is tasty on bread."
"4591","Surskit","It lives in ponds and marshes that feature lots of plant life. It often fights with Dewpider, whose habitat and diet are similar."
"4592","Surskit","It appears as if it is skating on water. It draws prey in with a sweet scent released from the tip of its head."
"4593","Masquerain","MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter."
"4594","Masquerain","MASQUERAIN’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way."
"4595","Masquerain","The antennae have distinctive patterns that look like eyes. When it rains, they grow heavy, making flight impossible."
"4596","Masquerain","It intimidates foes with the large eyelike patterns on its antennae. Because it can’t fly if its wings get wet, it shelters itself from rain under large trees and eaves."
"4597","Masquerain","Its antennae have eye patterns on them. Its four wings enable it to hover and fly in any direction."
"4598","Masquerain","It flaps its four wings to hover and fly freely in any direction--to and fro and sideways."
"4599","Masquerain","Masquerain intimidates enemies with the eyelike patterns on its antennas. This Pokémon flaps its four wings to freely fly in any direction—even sideways and backwards—as if it were a helicopter."
"4600","Masquerain","Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way."
"4601","Masquerain","It intimidates enemies with the eye-like patterns on its antennae. Its four wings allow it to fly in any direction."
"4602","Masquerain","Its wings and antennae don’t cope well with moisture. After a rain, it faces sunward to dry off."
"4603","Masquerain","Masquerain intimidates enemies with the eyelike patterns of its eyespots. If that doesn’t work, it deftly makes its escape on its set of four wings."
"4604","Masquerain","Its thin, winglike antennae are highly absorbent. It waits out rainy days in tree hollows."
"4605","Masquerain","It flaps its four wings to hover and fly freely in any direction—to and fro and sideways."
"4606","Shroomish","SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves."
"4607","Shroomish","If SHROOMISH senses danger, it shakes its body and scatters spores from the top of its head. This POKéMON’s spores are so toxic, they make trees and weeds wilt."
"4608","Shroomish","It prefers damp places. By day it remains still in the forest shade. It releases toxic powder from its head."
"4609","Shroomish","It loves to eat damp, composted soil in forests. If you enter a forest after a long rain, you can see many SHROOMISH feasting on composted soil."
"4610","Shroomish","It spouts poison spores from the top of its head. These spores cause pain all over if inhaled."
"4611","Shroomish","If it senses danger, it scatters spores from the top of its head to protect itself."
"4612","Shroomish","Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves."
"4613","Shroomish","If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt."
"4614","Shroomish","It spouts poison spores from the top of its head. These spores cause pain all over the body if inhaled."
"4615","Breloom","BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame."
"4616","Breloom","The seeds ringing BRELOOM’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this POKéMON’s seed will cause your stomach to rumble."
"4617","Breloom","The seeds on its tail are made of toxic spores. It knocks out foes with quick, virtually invisible punches."
"4618","Breloom","It scatters spores from holes in the cap on its head. It loves warm and humid climates. It feeds on trees and plants in fields and forests."
"4619","Breloom","Its short arms stretch when it throws punches. Its technique is equal to that of pro boxers."
"4620","Breloom","It scatters poisonous spores and throws powerful punches while its foe is hampered by inhaled spores."
"4621","Breloom","Breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This Pokémon’s fighting technique puts boxers to shame."
"4622","Breloom","The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble."
"4623","Slakoth","SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves."
"4624","Slakoth","SLAKOTH’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this POKéMON in motion."
"4625","Slakoth","It sleeps for 20 hours every day. Making drowsy those that see it is one of its abilities."
"4626","Slakoth","It sleeps virtually all day and night long. It doesn’t change its nest its entire life, but it sometimes travels great distances by swimming in rivers."
"4627","Slakoth","It spends nearly all its time in a day sprawled out. Just seeing it makes one drowsy."
"4628","Slakoth","The way SLAKOTH lolls around makes anyone who watches it feel like doing the same."
"4629","Slakoth","If it eats just three leaves in a day, it is satisfied. Other than that, it sleeps for 20 hours a day."
"4630","Slakoth","The way Slakoth lolls around makes anyone who watches it feel like doing the same."
"4631","Slakoth","Slakoth lolls around for over 20 hours every day. Because it moves so little, it does not need much food. This Pokémon’s sole daily meal consists of just three leaves."
"4632","Slakoth","Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion."
"4633","Vigoroth","VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly."
"4634","Vigoroth","VIGOROTH is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this POKéMON to run wild throughout the jungle before it can settle down."
"4635","Vigoroth","It is always hungry because it won’t stop rampaging. Even while it is eating, it can’t keep still."
"4636","Vigoroth","It can’t keep still because its blood boils with energy. It runs through the fields and mountains all day to calm itself. If it doesn’t, it can’t sleep at night."
"4637","Vigoroth","Its heart beats at a tenfold tempo, so it cannot sit still for even a moment."
"4638","Vigoroth","Its stress level rises if it cannot keep moving constantly. Too much stress makes it feel sick."
"4639","Vigoroth","Its heartbeat is fast and its blood so agitated that it can’t sit still for one second."
"4640","Vigoroth","Vigoroth is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This Pokémon’s stress level rises if it can’t be moving constantly."
"4641","Vigoroth","Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down."
"4642","Vigoroth","Its heart beats at 10 times its previous rate, so it cannot sit still for even a moment."
"4643","Slaking","SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot."
"4644","Slaking","Wherever SLAKING live, rings of over a yard in diameter appear in grassy fields. They are made by the POKéMON as it eats all the grass within reach while lying prone on the ground."
"4645","Slaking","It is the world’s most slothful POKéMON. However, it can exert horrifying power by releasing pent-up energy all at once."
"4646","Slaking","Hordes of SLAKING gather around trees when fruits come into season. They wait around patiently for ripened fruits to fall out of the trees."
"4647","Slaking","The world’s laziest Pokémon. When it is lounging, it is actually saving energy for striking back."
"4648","Slaking","The world’s laziest Pokémon. It moves to another spot when there’s no food left within its reach."
"4649","Slaking","This Pokémon lives lying on its side. It only rolls over and moves when there is no more grass to eat."
"4650","Slaking","It is the world’s most slothful Pokémon. However, it can exert horrifying power by releasing pent-up energy all at once."
"4651","Slaking","Slaking spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this Pokémon reluctantly moves to another spot."
"4652","Slaking","Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground."
"4653","Slaking","It is the world’s laziest Pokémon. When it is lounging, it is actually saving energy for striking back."
"4654","Nincada","NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution."
"4655","Nincada","NINCADA lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This POKéMON can’t withstand bright sunlight so avoids it."
"4656","Nincada","Because it lived almost entirely underground, it is nearly blind. It uses its antennae instead."
"4657","Nincada","It makes its nest at the roots of a mighty tree. Using its whiskerlike antennae, it probes its surroundings in the pitch-black darkness of soil."
"4658","Nincada","It grows underground, sensing its surroundings using antennae instead of its virtually blind eyes."
"4659","Nincada","It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees."
"4660","Nincada","Nincada lives underground for many years in complete darkness. This Pokémon absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution."
"4661","Nincada","Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it."
"4662","Ninjask","NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible."
"4663","Ninjask","If NINJASK is not trained properly, it will refuse to obey the TRAINER and cry loudly continuously. Because of this quality, this POKéMON is said to be one that puts the TRAINER’s abilities to the test."
"4664","Ninjask","This POKéMON is so quick, it is said to be able to avoid any attack. It loves to feed on tree sap."
"4665","Ninjask","Because it darts about vigorously at high speed, it is very difficult to see. Hearing its distinctive cries for too long induces a headache."
"4666","Ninjask","Because it moves so quickly, it sometimes becomes unseeable. It congregates around tree sap."
"4667","Ninjask","Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible."
"4668","Ninjask","Ninjask moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this Pokémon was long believed to be invisible."
